"faa","name","lat","lon","alt","tz","dst","tzone"
"JLN","Joplin Regional Airport",37.151798248291,-94.4982986450195,981,-6,"A","America/Chicago"
"JMS","Jamestown Regional Airport",46.92969894,-98.67819977,1500,-6,"A","America/Chicago"
"JNU","Juneau International Airport",58.3549995422363,-134.57600402832,21,-9,"A","America/Anchorage"
"JOT","Joliet Regional Airport",41.51779938,-88.17549896,582,-6,"A","America/Chicago"
"JRA","West 30th St. Heliport",40.754501,-74.007103,7,-5,"A","America/New_York"
"JRB","Downtown-Manhattan/Wall St Heliport",40.70119858,-74.00900269,7,-5,"A","America/New_York"
"JRF","Kalaeloa Airport",21.3074,-158.070009,30,-10,"U","Pacific/Honolulu"
"JST","John Murtha Johnstown Cambria County Airport",40.3161010742188,-78.8339004516602,2284,-5,"A","America/New_York"
"JVL","Southern Wisconsin Regional Airport",42.620300293,-89.0416030884,808,-6,"A","America/Chicago"
"JXN","Jackson County Reynolds Field",42.2597999573,-84.4593963623,1001,-5,"A","America/New_York"
"KAL","Kaltag Airport",64.31909943,-158.7409973,181,-9,"A","America/Anchorage"
"KFP","False Pass Airport",54.8474006652832,-163.410003662109,20,-9,"A","America/Anchorage"
"KGK","Koliganek Airport",59.726600647,-157.259002686,269,-9,"A","America/Anchorage"
"KKA","Koyuk Alfred Adams Airport",64.9394989014,-161.154006958,154,-9,"A","America/Anchorage"
"KKH","Kongiganak Airport",59.9608001709,-162.880996704,30,-9,"A","America/Anchorage"
"KLG","Kalskag Airport",61.5363006591797,-160.341003417969,55,-9,"A","America/Anchorage"
"KLN","Larsen Bay Airport",57.5350990295,-153.977996826,87,-9,"A","America/Anchorage"
"KLS","Southwest Washington Regional Airport",46.1180000305,-122.898002625,20,-8,"A","America/Los_Angeles"
"KLW","Klawock Airport",55.5792007446,-133.076004028,80,-9,"A","America/Anchorage"
"KMO","Manokotak Airport",58.9902000427,-159.050003052,100,-9,"A","America/Anchorage"
"KNW","New Stuyahok Airport",59.4499015808,-157.32800293,364,-9,"A","America/Anchorage"
"KOA","Ellison Onizuka Kona International At Keahole Airport",19.738783,-156.045603,47,-10,"N","Pacific/Honolulu"
"KOT","Kotlik Airport",63.0306015015,-163.533004761,15,-9,"A","America/Anchorage"
"KPC","Port Clarence Coast Guard Station",65.2537002563,-166.85899353,10,-9,"A","America/Anchorage"
"KPN","Kipnuk Airport",59.9329986572,-164.031005859,11,-9,"A","America/Anchorage"
"KPV","Perryville Airport",55.905998,-159.162993,29,-9,"A","America/Anchorage"
"KQA","Akutan Seaplane Base",54.1337704415,-165.778895617,0,-9,"A","America/Anchorage"
"KSM","St Mary's Airport",62.0605011,-163.302002,312,-9,"A","America/Anchorage"
"KTN","Ketchikan International Airport",55.35559845,-131.7140045,89,-9,"A","America/Anchorage"
"KTS","Brevig Mission Airport",65.3312988281,-166.466003418,38,-9,"A","America/Anchorage"
"KUK","Kasigluk Airport",60.87440109,-162.5240021,48,-9,"A","America/Anchorage"
"KVC","King Cove Airport",55.1162986755371,-162.266006469727,155,-9,"A","America/Anchorage"
"KVL","Kivalina Airport",67.736198425293,-164.563003540039,13,-9,"A","America/Anchorage"
"KWK","Kwigillingok Airport",59.876499,-163.169005,18,-9,"A","America/Anchorage"
"KWN","Quinhagak Airport",59.7551,-161.845,42,-9,"A","America/Anchorage"
"KWT","Kwethluk Airport",60.7902984619,-161.444000244,25,-9,"A","America/Anchorage"
"KYK","Karluk Airport",57.5671005249,-154.449996948,137,-9,"A","America/Anchorage"
"KYU","Koyukuk Airport",64.8760986328,-157.727005005,149,-9,"A","America/Anchorage"
"LAA","Lamar Municipal Airport",38.0696983337,-102.68800354,3706,-7,"A","America/Denver"
"LAF","Purdue University Airport",40.4123001098633,-86.936897277832,606,-5,"A","America/New_York"
"LAL","Lakeland Linder International Airport",27.988899,-82.018602,142,-5,"A","America/New_York"
"LAM","Los Alamos Airport",35.8797988892,-106.268997192,7171,-7,"A","America/Denver"
"LAN","Capital City Airport",42.7787017822266,-84.58740234375,861,-5,"A","America/New_York"
"LAR","Laramie Regional Airport",41.3120994567871,-105.675003051758,7284,-7,"A","America/Denver"
"LAS","McCarran International Airport",36.08010101,-115.1520004,2181,-8,"A","America/Los_Angeles"
"LAW","Lawton Fort Sill Regional Airport",34.5676994324,-98.4166030884,1110,-6,"A","America/Chicago"
"LAX","Los Angeles International Airport",33.94250107,-118.4079971,125,-8,"A","America/Los_Angeles"
"LBB","Lubbock Preston Smith International Airport",33.663601,-101.822998,3282,-6,"A","America/Chicago"
"LBE","Arnold Palmer Regional Airport",40.27590179,-79.40480042,1199,-5,"A","America/New_York"
"LBF","North Platte Regional Airport Lee Bird Field",41.12620163,-100.6839981,2777,-6,"A","America/Chicago"
"LBL","Liberal Mid-America Regional Airport",37.0442009,-100.9599991,2885,-6,"A","America/Chicago"
"LBT","Lumberton Regional Airport",34.6099014282,-79.0594024658,126,-5,"A","America/New_York"
"LCH","Lake Charles Regional Airport",30.1261005401611,-93.2232971191406,15,-6,"A","America/Chicago"
"LCK","Rickenbacker International Airport",39.813801,-82.927803,744,-5,"A","America/New_York"
"LCQ","Lake City Gateway Airport",30.1819992065,-82.5768966675,201,-5,"A","America/New_York"
"LDJ","Linden Airport",40.617401123,-74.2445983887,23,-5,"A","America/New_York"
"LDM","Mason County Airport",43.96250153,-86.40789795,646,-5,"A",NA
"LEB","Lebanon Municipal Airport",43.6260986328,-72.3041992188,603,-5,"A","America/New_York"
"LEE","Leesburg International Airport",28.82309914,-81.80870056,76,-5,"A",NA
"LEW","Auburn Lewiston Municipal Airport",44.048500061,-70.2835006714,288,-5,"A","America/New_York"
"LEX","Blue Grass Airport",38.0364990234375,-84.6059036254883,979,-5,"A","America/New_York"
"LFI","Langley Air Force Base",37.082901001,-76.360496521,11,-5,"A","America/New_York"
"LFK","Angelina County Airport",31.2339992523,-94.75,296,-6,"A","America/Chicago"
"LFT","Lafayette Regional Airport",30.20529938,-91.98760223,42,-6,"A","America/Chicago"
"LGA","La Guardia Airport",40.77719879,-73.87259674,21,-5,"A","America/New_York"
"LGB","Long Beach /Daugherty Field/ Airport",33.81769943,-118.1520004,60,-8,"A","America/Los_Angeles"
"LGC","LaGrange Callaway Airport",33.0089,-85.072601,693,-5,"A","America/New_York"
"LGD","La Grande/Union County Airport",45.2901992798,-118.007003784,2717,-7,"A",NA
"LGU","Logan-Cache Airport",41.7911987305,-111.851997375,4457,-7,"A","America/Denver"
"LHV","William T. Piper Memorial Airport",41.13560104,-77.42230225,556,-5,"A","America/New_York"
"LIH","Lihue Airport",21.9759998321533,-159.339004516602,153,-10,"N","Pacific/Honolulu"
"LIT","Bill & Hillary Clinton National Airport/Adams Field",34.7294006348,-92.2242965698,262,-6,"A","America/Chicago"
"LIY","Wright AAF (Fort Stewart)/Midcoast Regional Airport",31.889099,-81.562303,45,-5,"A","America/New_York"
"LJN","Texas Gulf Coast Regional Airport",29.1086006165,-95.462097168,25,-6,"A","America/Chicago"
"LKP","Lake Placid Airport",44.2644996643,-73.9618988037,1747,-5,"A","America/New_York"
"LKV","Lake County Airport",42.1610984802,-120.399002075,4733,-8,"A","America/Los_Angeles"
"LLY","South Jersey Regional Airport",39.9429016113,-74.845703125,53,-5,"A","America/New_York"
"LMA","Minchumina Airport",63.886002,-152.302002,678,-9,"A","America/Anchorage"
"LMT","Crater Lake-Klamath Regional Airport",42.156101,-121.733002,4095,-8,"A","America/Los_Angeles"
"LNA","Palm Beach County Park Airport",26.59300041,-80.08509827,14,-5,"A","America/New_York"
"LNK","Lincoln Airport",40.851001739502,-96.7592010498047,1219,-6,"A","America/Chicago"
"LNN","Willoughby Lost Nation Municipal Airport",41.6839981079,-81.3897018433,626,-5,"A","America/New_York"
"LNR","Tri-County Regional Airport",43.2117004395,-90.181602478,717,-6,"A","America/Chicago"
"LNS","Lancaster Airport",40.1217002868652,-76.2960968017578,403,-5,"A","America/New_York"
"LNY","Lanai Airport",20.7856006622314,-156.95100402832,1308,-10,"N","Pacific/Honolulu"
"LOL","Derby Field",40.0663986206,-118.565002441,3904,NA,NA,NA
"LOT","Lewis University Airport",41.6072998,-88.09619904,679,-6,"A","America/Chicago"
"LOU","Bowman Field",38.2280006409,-85.6636962891,546,-5,"A","America/New_York"
"LOZ","London-Corbin Airport/Magee Field",37.0821990967,-84.0848999023,1212,-5,"A","America/New_York"
"LPC","Lompoc Airport",34.665599823,-120.468002319,88,-8,"A","America/Los_Angeles"
"LPS","Lopez Island Airport",48.4838981628418,-122.938003540039,209,-8,"A","America/Los_Angeles"
"LRD","Laredo International Airport",27.5438003540039,-99.4616012573242,508,-6,"A","America/Chicago"
"LRF","Little Rock Air Force Base",34.9169006348,-92.1496963501,311,-6,"A","America/Chicago"
"LRU","Las Cruces International Airport",32.2893981933594,-106.921997070312,4456,-7,"A","America/Denver"
"LSE","La Crosse Municipal Airport",43.879002,-91.256699,655,-6,"A","America/Chicago"
"LSF","Lawson Army Air Field (Fort Benning)",32.3372993469,-84.9913024902,232,-5,"A","America/New_York"
"LSV","Nellis Air Force Base",36.2361984253,-115.033996582,1870,-8,"A","America/Los_Angeles"
"LTS","Altus Air Force Base",34.667098999,-99.2667007446,1382,-6,"A","America/Chicago"
"LUF","Luke Air Force Base",33.5349998474,-112.383003235,1085,-7,"A","America/Phoenix"
"LUK","Cincinnati Municipal Airport Lunken Field",39.10329819,-84.41860199,483,-5,"A","America/New_York"
"LUP","Kalaupapa Airport",21.21100044,-156.973999,24,-10,"A","Pacific/Honolulu"
"LUR","Cape Lisburne LRRS Airport",68.87509918,-166.1100006,16,-9,"A","America/Anchorage"
"LVK","Livermore Municipal Airport",37.6934013367,-121.819999695,400,-8,"A","America/Los_Angeles"
"LVM","Mission Field",45.6994018555,-110.447998047,4660,-7,"A","America/Denver"
"LVS","Las Vegas Municipal Airport",35.6542015076,-105.141998291,6877,-7,"A","America/Denver"
"LWB","Greenbrier Valley Airport",37.8582992554,-80.3994979858,2302,-5,"U","America/New_York"
"LWC","Lawrence Municipal Airport",39.01119995,-95.21659851,833,-6,"A","America/Chicago"
"LWM","Lawrence Municipal Airport",42.7172012329,-71.1233978271,148,-5,"A","America/New_York"
"LWS","Lewiston Nez Perce County Airport",46.3745002746582,-117.014999389648,1442,-8,"A","America/Los_Angeles"
"LWT","Lewistown Municipal Airport",47.0493011474609,-109.467002868652,4170,-7,"A","America/Denver"
"LXN","Jim Kelly Field",40.7910003662,-99.7772979736,2413,-5,"A",NA
"LYH","Lynchburg Regional Preston Glenn Field",37.3266983032227,-79.2004013061523,938,-5,"A","America/New_York"
"LYU","Ely Municipal Airport",47.82450104,-91.83070374,1456,-6,"A","America/Chicago"
"LZU","Gwinnett County Briscoe Field",33.97809982,-83.96240234,1061,-5,"A","America/New_York"
"MAE","Madera Municipal Airport",36.9886016846,-120.111999512,255,-8,"A","America/Los_Angeles"
"MAF","Midland International Airport",31.9424991607666,-102.202003479004,2871,-6,"A","America/Chicago"
"MBG","Mobridge Municipal Airport",45.54650116,-100.4079971,1716,NA,NA,NA
"MBL","Manistee Co Blacker Airport",44.2723999,-86.24690247,621,-5,"A","America/New_York"
"MBS","MBS International Airport",43.532901763916,-84.0795974731445,668,-5,"A","America/New_York"
"MCB","Mc Comb/Pike County Airport/John E Lewis Field",31.17849922,-90.47190094,413,NA,NA,NA
"MCC","Mc Clellan Airfield",38.66759872,-121.401001,77,-8,"A","America/Los_Angeles"
"MCE","Merced Regional Macready Field",37.28469849,-120.5139999,155,-8,"A","America/Los_Angeles"
"MCF","Mac Dill Air Force Base",27.84930038,-82.52120209,14,-5,"A","America/New_York"
"MCG","McGrath Airport",62.95289993,-155.6060028,341,-9,"A","America/Anchorage"
"MCI","Kansas City International Airport",39.2976,-94.713898,1026,-6,"A","America/Chicago"
"MCK","Mc Cook Ben Nelson Regional Airport",40.20629883,-100.5920029,2583,-6,"A","America/Chicago"
"MCL","McKinley National Park Airport",63.7326011658,-148.910995483,1720,-9,"A","America/Anchorage"
"MCN","Middle Georgia Regional Airport",32.692798614502,-83.6492004394531,354,-5,"A","America/New_York"
"MCO","Orlando International Airport",28.4293994903564,-81.3089981079102,96,-5,"A","America/New_York"
"MCW","Mason City Municipal Airport",43.1577987671,-93.3312988281,1213,-6,"A","America/Chicago"
"MDH","Southern Illinois Airport",37.7780990600586,-89.2519989013672,411,NA,NA,NA
"MDT","Harrisburg International Airport",40.1935005188,-76.7633972168,310,-5,"A","America/New_York"
"MDW","Chicago Midway International Airport",41.785999,-87.752403,620,-6,"A","America/Chicago"
"MEI","Key Field",32.3325996398926,-88.7518997192383,297,-6,"A","America/Chicago"
"MEM","Memphis International Airport",35.0424003601074,-89.9766998291016,341,-6,"A","America/Chicago"
"MEO","Dare County Regional Airport",35.91899872,-75.69550323,13,-5,"A","America/New_York"
"MER","Castle Airport",37.38050079,-120.5680008,191,-8,"A","America/Los_Angeles"
"MFD","Mansfield Lahm Regional Airport",40.8213996887,-82.5166015625,1297,-5,"A","America/New_York"
"MFE","Mc Allen Miller International Airport",26.17580032,-98.23860168,107,-6,"A","America/Chicago"
"MFI","Marshfield Municipal Airport",44.6369018555,-90.1893005371,1277,-6,"A","America/Chicago"
"MFR","Rogue Valley International Medford Airport",42.3741989135742,-122.873001098633,1335,-8,"A","America/Los_Angeles"
"MGC","Michigan City Municipal Airport",41.7033004761,-86.8211975098,655,-6,"A","America/Chicago"
"MGE","Dobbins Air Reserve Base",33.91540146,-84.51629639,1068,-5,"A","America/New_York"
"MGJ","Orange County Airport",41.50999832,-74.26460266,364,-5,"A","America/New_York"
"MGM","Montgomery Regional (Dannelly Field) Airport",32.30059814,-86.39399719,221,-6,"A","America/Chicago"
"MGW","Morgantown Municipal Walter L. Bill Hart Field",39.64289856,-79.91629791,1248,-5,"A","America/New_York"
"MGY","Dayton-Wright Brothers Airport",39.5890007019,-84.224899292,957,-5,"U","America/New_York"
"MHE","Mitchell Municipal Airport",43.7747993469,-98.0385971069,1304,-6,"A",NA
"MHK","Manhattan Regional Airport",39.140998840332,-96.6707992553711,1057,-6,"A","America/Chicago"
"MHR","Sacramento Mather Airport",38.55390167,-121.2979965,98,-8,"A","America/Los_Angeles"
"MHT","Manchester-Boston Regional Airport",42.932598,-71.435699,266,-5,"A","America/New_York"
"MHV","Mojave Airport",35.05939865,-118.1520004,2801,-8,"A","America/Los_Angeles"
"MIA","Miami International Airport",25.7931995391846,-80.2906036376953,8,-5,"A","America/New_York"
"MIB","Minot Air Force Base",48.4156,-101.358002,1667,-6,"A","America/Chicago"
"MIE","Delaware County Johnson Field",40.2422981262207,-85.3958969116211,937,-5,"U","America/New_York"
"MIV","Millville Municipal Airport",39.367802,-75.072197,85,-5,"A","America/New_York"
"MKC","Charles B. Wheeler Downtown Airport",39.1231994628906,-94.5927963256836,759,-6,"A","America/Chicago"
"MKE","General Mitchell International Airport",42.9472007751465,-87.896598815918,723,-6,"A","America/Chicago"
"MKG","Muskegon County Airport",43.16949844,-86.23819733,629,-5,"A","America/New_York"
"MKK","Molokai Airport",21.1529006958008,-157.095993041992,454,-10,"N","Pacific/Honolulu"
"MKL","McKellar-Sipes Regional Airport",35.599899,-88.915604,434,-6,"A","America/Chicago"
"MLB","Melbourne International Airport",28.1028003692627,-80.6453018188477,33,-5,"A","America/New_York"
"MLC","Mc Alester Regional Airport",34.882401,-95.783501,770,-6,"A","America/Chicago"
"MLI","Quad City International Airport",41.4485015869141,-90.5074996948242,590,-6,"A","America/Chicago"
"MLL","Marshall Don Hunter Sr Airport",61.8642997742,-162.026000977,103,-9,"A","America/Anchorage"
"MLS","Frank Wiley Field",46.4280014038086,-105.886001586914,2630,-7,"A","America/Denver"
"MLU","Monroe Regional Airport",32.5108985900879,-92.0376968383789,79,-6,"A","America/Chicago"
"MLY","Manley Hot Springs Airport",64.9975967407,-150.643997192,270,-9,"A","America/Anchorage"
"MMH","Mammoth Yosemite Airport",37.62409973,-118.8379974,7135,-8,"A","America/Los_Angeles"
"MMI","McMinn County Airport",35.39730072,-84.56259918,875,-5,"N","America/New_York"
"MMT","Mc Entire Joint National Guard Base",33.92079926,-80.80130005,254,NA,NA,NA
"MMU","Morristown Municipal Airport",40.7994003295898,-74.4149017333984,187,-5,"A","America/New_York"
"MNM","Menominee Regional Airport",45.126701,-87.638397,625,-6,"A","America/Chicago"
"MNZ","Manassas Regional Airport/Harry P. Davis Field",38.72140121,-77.51540375,192,-5,"A","America/New_York"
"MOB","Mobile Regional Airport",30.691200256348,-88.242797851562,219,-6,"A","America/Chicago"
"MOD","Modesto City Co-Harry Sham Field",37.62580109,-120.9540024,97,-8,"A","America/Los_Angeles"
"MOT","Minot International Airport",48.2593994140625,-101.279998779297,1716,-6,"A","America/Chicago"
"MOU","Mountain Village Airport",62.095401763916,-163.682006835938,337,-9,"A","America/Anchorage"
"MPO","Pocono Mountains Municipal Airport",41.137503,-75.378897,1915,-5,"A",NA
"MPV","Edward F Knapp State Airport",44.20349884,-72.56230164,1166,-5,"A","America/New_York"
"MQT","Sawyer International Airport",46.3535995483,-87.395401001,1221,-5,"A","America/New_York"
"MQY","Smyrna Airport",36.0089988708,-86.5201034546,543,-6,"A","America/Chicago"
"MRB","Eastern WV Regional Airport/Shepherd Field",39.40190125,-77.98459625,565,-5,"A","America/New_York"
"MRF","Marfa Municipal Airport",30.371099,-104.017997,4849,-5,"A",NA
"MRI","Merrill Field",61.2135009765625,-149.843994140625,137,-9,"A","America/Anchorage"
"MRK","Marco Island Executive Airport",25.995001,-81.672501,5,-5,"A","America/New_York"
"MRN","Foothills Regional Airport",35.820202,-81.611397,1270,-5,"A","America/New_York"
"MRY","Monterey Peninsula Airport",36.5870018005371,-121.843002319336,257,-8,"A","America/Los_Angeles"
"MSC","Falcon Field",33.4608001709,-111.727996826,1394,-7,"A","America/Phoenix"
"MSL","Northwest Alabama Regional Airport",34.74530029,-87.61019897,551,-6,"A","America/Chicago"
"MSN","Dane County Regional Truax Field",43.1399002075195,-89.3375015258789,887,-6,"A","America/Chicago"
"MSO","Missoula International Airport",46.91630173,-114.0910034,3206,-7,"A","America/Denver"
"MSP","Minneapolis-St Paul International/Wold-Chamberlain Airport",44.882,-93.221802,841,-6,"A","America/Chicago"
"MSS","Massena International Richards Field",44.9357986450195,-74.8455963134766,215,-5,"A","America/New_York"
"MSY","Louis Armstrong New Orleans International Airport",29.9934005737305,-90.2580032348633,4,-6,"A","America/Chicago"
"MTC","Selfridge Air National Guard Base Airport",42.613463,-82.836919,580,-5,"A","America/New_York"
"MTH","The Florida Keys Marathon Airport",24.726101,-81.051399,5,-5,"A","America/New_York"
"MTJ","Montrose Regional Airport",38.5097999573,-107.893997192,5759,-7,"A","America/Denver"
"MTM","Metlakatla Seaplane Base",55.131001,-131.578003,0,-9,"A","America/Anchorage"
"MTN","Martin State Airport",39.325699,-76.413803,21,-5,"A","America/New_York"
"MTP","Montauk Airport",41.0765,-71.920797,6,-4,"A",NA
"MUE","Waimea Kohala Airport",20.0013008117676,-155.667999267578,2671,-10,"A","Pacific/Honolulu"
"MUI","Muir Army Air Field (Fort Indiantown Gap) Airport",40.434799,-76.569397,488,-5,"A","America/New_York"
"MUO","Mountain Home Air Force Base",43.043598,-115.872002,2996,-7,"A","America/Denver"
"MVL","Morrisville Stowe State Airport",44.5345993042,-72.6139984131,732,-5,"A","America/New_York"
"MVW","Skagit Regional Airport",48.4709014893,-122.42099762,144,-8,"A",NA
"MVY","Martha's Vineyard Airport",41.3931007385,-70.6143035889,67,-5,"A","America/New_York"
"MWA","Williamson County Regional Airport",37.75500107,-89.01110077,472,-6,"A","America/Chicago"
"MWC","Lawrence J Timmerman Airport",43.110401,-88.034401,745,-6,"A","America/Chicago"
"MWH","Grant County International Airport",47.20769882,-119.3199997,1189,-8,"A","America/Los_Angeles"
"MWL","Mineral Wells Airport",32.7816009521,-98.0602035522,974,-6,"A","America/Chicago"
"MXF","Maxwell Air Force Base",32.3829,-86.365799,171,-6,"A","America/Chicago"
"MYL","McCall Municipal Airport",44.88970184,-116.1009979,5024,-7,"A","America/Denver"
"MYR","Myrtle Beach International Airport",33.6796989441,-78.9282989502,25,-5,"A","America/New_York"
"MYU","Mekoryuk Airport",60.3713989257812,-166.27099609375,48,-9,"A","America/Anchorage"
"MYV","Yuba County Airport",39.09780121,-121.5699997,64,-8,"A","America/Los_Angeles"
"MZJ","Pinal Airpark",32.5106010437,-111.32800293,1893,-7,"N","America/Phoenix"
"NBG","New Orleans NAS JRB/Alvin Callender Field",29.82530022,-90.03500366,2,-6,"A","America/Chicago"
"NCN","Chenega Bay Airport",60.0773010254,-147.992004395,72,-9,"A","America/Anchorage"
"NCO","Quonset State Airport",41.597099304199,-71.412101745605,18,-5,"A","America/New_York"
"NEL","Lakehurst Maxfield Field Airport",40.03329849,-74.353302,101,-5,"A","America/New_York"
"NEW","Lakefront Airport",30.042400360107,-90.028297424316,8,-6,"A","America/Chicago"
"NFL","Fallon Naval Air Station",39.41659927,-118.7009964,3934,-8,"A","America/Los_Angeles"
"NGF","Kaneohe Bay MCAS (Marion E. Carl Field) Airport",21.4505004883,-157.768005371,24,-10,"A","Pacific/Honolulu"
"NGU","Norfolk Naval Station (Chambers Field)",36.937599,-76.289299,17,-5,"A","America/New_York"
"NGZ","Alameda Naval Air Station",37.7888984680176,-122.319999694824,10,-8,"U","America/Los_Angeles"
"NHK","Patuxent River Naval Air Station (Trapnell Field)",38.285999,-76.411797,39,-5,"A","America/New_York"
"NHZ","Brunswick Executive Airport",43.89220047,-69.93859863,72,NA,NA,NA
"NIB","Nikolai Airport",63.0186,-154.358002,441,-9,"A","America/Anchorage"
"NIP","Jacksonville Naval Air Station (Towers Field)",30.2358,-81.680603,21,-5,"A","America/New_York"
"NJK","El Centro NAF Airport (Vraciu Field)",32.829201,-115.671996,-42,-8,"A","America/Los_Angeles"
"NKX","Miramar Marine Corps Air Station - Mitscher Field",32.86840057,-117.1429977,477,-8,"A","America/Los_Angeles"
"NLC","Lemoore Naval Air Station (Reeves Field) Airport",36.33300018,-119.9520035,232,-8,"A","America/Los_Angeles"
"NLG","Nelson Lagoon Airport",56.007499694824,-161.16000366211,14,-9,"A","America/Anchorage"
"NME","Nightmute Airport",60.471000671387,-164.70100402832,4,-9,"A","America/Anchorage"
"NNL","Nondalton Airport",59.980201721191,-154.8390045166,314,-9,"A","America/Anchorage"
"NOT","Marin County Airport - Gnoss Field",38.143600463867,-122.55599975586,2,-8,"A","America/Los_Angeles"
"NPA","Pensacola Naval Air Station/Forrest Sherman Field",30.35269928,-87.31860352,28,-6,"A","America/Chicago"
"NQA","Millington-Memphis Airport",35.356701,-89.8703,320,-6,"A","America/Chicago"
"NQI","Kingsville Naval Air Station",27.5072002411,-97.8097000122,50,-6,"A","America/Chicago"
"NQX","Naval Air Station Key West/Boca Chica Field",24.57579994,-81.68890381,6,-5,"A","America/New_York"
"NRB","Naval Station Mayport (Admiral David L. Mcdonald Field)",30.39109993,-81.42469788,15,NA,NA,NA
"NSE","Whiting Field Naval Air Station - North",30.7241993,-87.02189636,199,-6,"A","America/Chicago"
"NTD","Point Mugu Naval Air Station (Naval Base Ventura Co)",34.120300293,-119.121002197,13,-8,"A","America/Los_Angeles"
"NTU","Oceana Naval Air Station",36.820702,-76.033501,23,-5,"A","America/New_York"
"NUI","Nuiqsut Airport",70.2099990845,-151.005996704,38,-9,"A","America/Anchorage"
"NUL","Nulato Airport",64.729301,-158.074005,399,-9,"A","America/Anchorage"
"NUQ","Moffett Federal Airfield",37.4161,-122.049004,32,-8,"A","America/Los_Angeles"
"NUW","Whidbey Island Naval Air Station (Ault Field)",48.351799,-122.655998,47,-8,"A","America/Los_Angeles"
"NXX","Willow Grove Naval Air Station/Joint Reserve Base",40.19979858,-75.14820099,358,-5,"A","America/New_York"
"NZJ","El Toro Marine Corps Air Station",33.6761016845703,-117.731002807617,383,-8,"A","America/Los_Angeles"
"NZY","North Island Naval Air Station-Halsey Field",32.69919968,-117.2149963,26,-8,"A","America/Los_Angeles"
"OAJ","Albert J Ellis Airport",34.8292007446,-77.6120986938,94,-5,"A","America/New_York"
"OAK","Metropolitan Oakland International Airport",37.721298,-122.221001,9,-8,"A","America/Los_Angeles"
"OAR","Marina Municipal Airport",36.68190002,-121.762001,137,-8,"A","America/Los_Angeles"
"OBE","Okeechobee County Airport",27.2628002167,-80.8498001099,34,-5,"A","America/New_York"
"OBU","Kobuk Airport",66.9123001099,-156.897003174,137,-9,"A","America/Anchorage"
"OCA","Ocean Reef Club Airport",25.325399398804,-80.274803161621,8,-5,"A","America/New_York"
"OCF","Ocala International Airport - Jim Taylor Field",29.17259979,-82.22419739,90,-5,"A","America/New_York"
"OCW","Warren Field",35.570499420166,-77.049797058105,38,-5,"A","America/New_York"
"OEL","Oryol Yuzhny Airport",52.9347000122,36.0022010803,656,-5,"A",NA
"OFF","Offutt Air Force Base",41.118301391602,-95.912498474121,1052,-6,"A","America/Chicago"
"OFK","Karl Stefan Memorial Airport",41.985500335693,-97.435096740723,1573,-6,"A",NA
"OGB","Orangeburg Municipal Airport",33.456798553467,-80.859497070312,195,NA,NA,NA
"OGD","Ogden Hinckley Airport",41.195899963379,-112.0120010376,4473,-7,"A","America/Denver"
"OGG","Kahului Airport",20.8986,-156.429993,54,-10,"N","Pacific/Honolulu"
"OGS","Ogdensburg International Airport",44.6819000244,-75.4654998779,297,-5,"A","America/New_York"
"OJC","Johnson County Executive Airport",38.84759903,-94.73760223,1096,-6,"A","America/Chicago"
"OKC","Will Rogers World Airport",35.3931007385254,-97.600700378418,1295,-6,"A","America/Chicago"
"OKK","Kokomo Municipal Airport",40.528198242188,-86.05899810791,830,-4,"A",NA
"OKM","Okmulgee Regional Airport",35.668098449707,-95.948699951172,720,-6,"A","America/Chicago"
"OLF","L M Clayton Airport",48.0945014954,-105.574996948,1986,-7,"A","America/Denver"
"OLM","Olympia Regional Airport",46.9693985,-122.9029999,209,-8,"A","America/Los_Angeles"
"OLS","Nogales International Airport",31.4177,-110.848,3955,-7,"A","America/Phoenix"
"OLV","Olive Branch Airport",34.9786987305,-89.7869033813,402,-6,"A","America/Chicago"
"OMA","Eppley Airfield",41.3032,-95.894096,984,-6,"A","America/Chicago"
"OME","Nome Airport",64.5121994018555,-165.445007324219,37,-9,"A","America/Anchorage"
"ONO","Ontario Municipal Airport",44.020500183105,-117.01399993896,2193,-7,"A","America/Denver"
"ONP","Newport Municipal Airport",44.580399,-124.057999,160,-8,"A","America/Los_Angeles"
"ONT","Ontario International Airport",34.0559997558594,-117.600997924805,944,-8,"A","America/Los_Angeles"
"OOK","Toksook Bay Airport",60.54140091,-165.0870056,59,-9,"A","America/Anchorage"
"OPF","Opa-locka Executive Airport",25.907,-80.278397,8,-5,"A","America/New_York"
"ORD","Chicago O'Hare International Airport",41.9786,-87.9048,672,-6,"A","America/Chicago"
"ORF","Norfolk International Airport",36.8945999145508,-76.2012023925781,26,-5,"A","America/New_York"
"ORH","Worcester Regional Airport",42.2672996520996,-71.8757019042969,1009,-5,"A","America/New_York"
"ORL","Orlando Executive Airport",28.5455,-81.332901,113,-5,"A","America/New_York"
"ORT","Northway Airport",62.9612999,-141.9290009,1715,-9,"A","America/Anchorage"
"ORV","Robert (Bob) Curtis Memorial Airport",66.81790161,-161.0189972,55,-9,"A","America/Anchorage"
"OSC","Oscoda Wurtsmith Airport",44.451599,-83.394096,633,-5,"A","America/New_York"
"OSH","Wittman Regional Airport",43.9844017028809,-88.556999206543,808,-6,"A","America/Chicago"
"OSU","The Ohio State University Airport - Don Scott Field",40.0798,-83.072998,905,-5,"U","America/New_York"
"OTH","Southwest Oregon Regional Airport",43.4170989990234,-124.246002197266,17,-8,"A","America/Los_Angeles"
